name,height,weight,reach,stance,dob
Carlton Minus,177.8,170.0,75.0,Orthodox,"Apr 26, 1993"
Stipe Miocic,193.0,240.0,80.0,Orthodox,"Aug 19, 1982"
Frank Mir,190.5,264.0,79.0,Southpaw,"May 24, 1979"
Juan Miranda,,155.0,,,
Mario Miranda,190.5,185.0,74.0,Orthodox,"Jul 12, 1979"
Vitor Miranda,185.4,185.0,77.0,Orthodox,"Mar 10, 1979"
Gabriel Miranda,180.3,145.0,71.0,Orthodox,"Mar 25, 1990"
Damir Mirenic,182.9,185.0,,Orthodox,"Aug 02, 1974"
Kazuo Misaki,172.7,183.0,,Orthodox,"Apr 25, 1976"
Toby Misech,172.7,145.0,,Southpaw,"Mar 07, 1988"
Dokonjonosuke Mishima,170.2,155.0,,Southpaw,"Apr 19, 1972"
Felix Lee Mitchell,,,,Orthodox,
David Mitchell,182.9,170.0,75.0,Orthodox,"Oct 24, 1979"
Danny Mitchell,188.0,170.0,,Orthodox,"Aug 08, 1986"
Brad Mitchell,180.3,145.0,,,"Oct 10, 1974"
Clay Mitchell,188.0,185.0,,,
Bryce Mitchell,177.8,135.0,70.0,Southpaw,"Oct 04, 1994"
Maurice Mitchell,175.3,145.0,,Orthodox,"Jun 29, 1987"
Terrence Mitchell,177.8,135.0,74.0,Orthodox,"Dec 30, 1989"
Roman Mitichyan,177.8,170.0,,Orthodox,"Sep 04, 1978"
Matt Mitrione,190.5,265.0,82.0,Switch,"Jul 15, 1978"
Eiji Mitsuoka,170.2,145.0,,Southpaw,"Jan 01, 1976"
Hiromitsu Miura,175.3,170.0,71.0,Orthodox,"Sep 22, 1981"
Jonathan  Mix,182.9,168.0,,,"Nov 09, 1980"
Patchy Mix,180.3,135.0,70.0,Southpaw,"Aug 16, 1993"
Tomoya Miyashita,170.2,139.0,,Southpaw,"Jul 20, 1981"
Kazuyuki Miyata,172.7,139.0,,Orthodox,"Jan 29, 1976"
Motoki Miyazawa,180.3,168.0,,Southpaw,"Apr 23, 1985"
Takeya Mizugaki,170.2,135.0,69.0,Orthodox,"Dec 16, 1983"
Mizuki,160.0,115.0,65.0,Orthodox,"Aug 19, 1994"
Tatsuya Mizuno,185.4,205.0,,Southpaw,"Jun 02, 1981"
Roxanne Modafferi,170.2,125.0,69.0,Orthodox,"Sep 24, 1982"
Bobby Moffett,177.8,145.0,73.0,Orthodox,"Jun 01, 1990"
Bronson Mohika,,135.0,,,
Nate Mohr,175.3,155.0,72.0,Orthodox,"Mar 03, 1983"
Renato Moicano,180.3,155.0,72.0,Orthodox,"May 21, 1989"
Thiago Moises,175.3,155.0,70.0,Orthodox,"Mar 23, 1995"
Muhammad Mokaev,170.2,125.0,70.0,Orthodox,"Jul 30, 2000"
Ashkan Mokhtarian,167.6,125.0,67.0,Southpaw,"Sep 15, 1985"
Suman Mokhtarian,172.7,145.0,72.0,Orthodox,"Jun 13, 1992"
Dan Molina,177.8,216.0,,,"Jun 14, 1984"
Jeff Molina,167.6,125.0,69.0,Orthodox,"Jul 17, 1997"
Rudyard Moncayo,177.8,195.0,,Orthodox,"May 17, 1973"
Hidetaka Monma,182.9,168.0,,Orthodox,"Oct 23, 1973"
Jeff Monson,175.3,247.0,74.0,Orthodox,"Jan 18, 1971"
Darrell Montague,167.6,125.0,67.0,Southpaw,"Nov 03, 1987"
Michelle Montague,175.3,135.0,68.0,Southpaw,"Nov 25, 1993"
Andrew Montanez,,185.0,,,
Jose Montanha,,265.0,,,"Aug 25, 1996"
Augusto Montano,185.4,170.0,73.0,Orthodox,"Oct 25, 1984"
Erick Montano,182.9,170.0,73.0,Orthodox,"Nov 19, 1985"
Nicco Montano,165.1,135.0,65.0,Southpaw,"Dec 16, 1988"
Antonio Monteiro,170.2,145.0,70.0,Orthodox,"Jul 02, 1995"
Sofia Montenegro,167.6,125.0,67.0,Orthodox,"Jun 18, 1999"
Alberto Montes,170.2,145.0,69.0,Orthodox,"May 31, 1994"
Steve Montgomery,193.0,185.0,,Southpaw,"Dec 19, 1990"
James Moontasri,177.8,170.0,71.0,Switch,"Apr 10, 1988"
Homer Moore,177.8,205.0,,Orthodox,"Nov 27, 1971"
Todd Moore,175.3,170.0,71.0,Southpaw,"Dec 30, 1983"
Nate Moore,182.9,170.0,,,"Apr 06, 1983"
Dustin Moore,162.6,125.0,,,
Taylor Moore,177.8,135.0,70.0,Southpaw,"Oct 16, 1993"
Sergio Moraes,182.9,170.0,72.0,Orthodox,"Jul 23, 1982"
Marlon Moraes,167.6,135.0,67.0,Orthodox,"Apr 26, 1988"
Sheymon Moraes,172.7,145.0,72.0,Orthodox,"Oct 11, 1990"
John Moraga,167.6,125.0,66.0,Orthodox,"Mar 20, 1984"
Ricardo Morais,203.2,270.0,,Orthodox,"Feb 26, 1967"
Leonardo Morales,172.7,135.0,,Southpaw,"Dec 22, 1992"
Albert Morales,175.3,135.0,72.0,Orthodox,"May 25, 1991"
Joseph Morales,167.6,125.0,69.0,Switch,"Aug 22, 1994"
Vince Morales,170.2,135.0,70.0,Orthodox,"Nov 12, 1990"
Omar Morales,180.3,155.0,73.0,Orthodox,"Oct 17, 1985"
Michael Morales,182.9,170.0,79.0,Orthodox,"Jun 24, 1999"
Sarah Moras,170.2,135.0,67.0,Orthodox,"Apr 30, 1988"
Christian Morecraft,198.1,260.0,81.0,Orthodox,"Sep 08, 1986"
Joe Moreira,180.3,195.0,,Southpaw,"Jul 03, 1961"
Richardson Moreira,188.0,185.0,,Orthodox,"Mar 31, 1984"
Gisele Moreira,167.6,135.0,,Orthodox,"Jan 14, 1981"
Vinicius Moreira,193.0,205.0,76.0,Orthodox,"Feb 28, 1989"
Jesse Moreng,170.2,145.0,,Orthodox,"Nov 09, 1979"
Brandon Moreno,170.2,125.0,70.0,Orthodox,"Dec 07, 1993"
Mike Moreno,182.9,185.0,,,
Dan Moret,182.9,155.0,73.0,Southpaw,"Nov 21, 1986"
Sammy Morgan,177.8,170.0,,Orthodox,"Sep 28, 1981"
Peggy Morgan,185.4,135.0,,,"Dec 16, 1979"
Alexander Morgan,177.8,145.0,71.0,Orthodox,"May 14, 1991"
Alex Morono,180.3,170.0,72.0,Orthodox,"Aug 16, 1990"
Maryna Moroz,170.2,125.0,67.0,Orthodox,"Sep 08, 1991"
Sergey Morozov,167.6,135.0,67.0,Orthodox,"Jun 14, 1989"
Brad Morris,188.0,205.0,,Orthodox,"Nov 01, 1979"
Scott Morris,177.8,210.0,,Orthodox,
Anthony Morrison,170.2,145.0,,Orthodox,"Mar 29, 1984"
Jack Morrison,180.3,205.0,,,
Harry Moskowitz,195.6,275.0,,Orthodox,
Carlos Mota,162.6,125.0,69.0,Orthodox,"Apr 15, 1995"
Miki Motono,157.5,115.0,63.0,Southpaw,"May 18, 1994"
Juan Mott,182.9,190.0,,Switch,"Dec 07, 1965"
Nikolas Motta,175.3,155.0,70.0,Orthodox,"Feb 08, 1993"
Flavio Luiz Moura,180.3,183.0,,Open Stance,"Jan 26, 1976"
Eduarda Moura,167.6,125.0,67.0,Orthodox,"Feb 28, 1994"
Gegard Mousasi,188.0,185.0,76.0,Orthodox,"Aug 01, 1985"
Kris Moutinho,170.2,135.0,68.0,Southpaw,"Aug 09, 1992"
Kin Moy,165.1,135.0,,,
Jamie Moyle,154.9,115.0,65.0,Orthodox,"Mar 17, 1989"
Askar Mozharov,190.5,205.0,74.0,Orthodox,"Oct 26, 1994"
Garrett Mueller,175.3,135.0,,,"Jan 29, 1989"
Lauren Mueller,165.1,125.0,67.0,Orthodox,"Nov 15, 1991"
Belal Muhammad,180.3,170.0,72.0,Orthodox,"Jul 09, 1988"
Fazlo Mulabitinovic,,135.0,,,
Quinn Mulhern,190.5,155.0,,Orthodox,"Sep 20, 1984"
James Mulheron,177.8,243.0,73.0,Orthodox,"Feb 20, 1988"
Jamie Mullarkey,182.9,155.0,74.0,Orthodox,"Aug 17, 1994"
Jim Mullen,185.4,215.0,,Southpaw,
Melissa Mullins,170.2,135.0,68.0,Orthodox,"Jul 23, 1991"
Ananias Mulumba,165.1,145.0,70.0,Switch,"Sep 18, 1998"
Pedro Munhoz,167.6,135.0,65.0,Orthodox,"Sep 07, 1986"
Andre Muniz,185.4,185.0,78.0,Southpaw,"Feb 17, 1990"
Mark Munoz,182.9,185.0,71.0,Orthodox,"Feb 09, 1978"
Alexander Munoz,175.3,155.0,72.0,Switch,"Feb 27, 1990"
Johnny Munoz,175.3,135.0,71.0,Orthodox,"Feb 16, 1993"
Andy Murad,175.3,185.0,,,
Olivier Murad,177.8,145.0,72.0,Southpaw,"Dec 21, 1993"
Makhmud Muradov,188.0,185.0,75.0,Orthodox,"Feb 08, 1990"
Kazunari Murakami,185.4,220.0,,Orthodox,"Nov 29, 1973"
Ryuichi Murata,172.7,183.0,,Orthodox,"Aug 27, 1976"
Kanako Murata,154.9,115.0,62.0,Orthodox,"Aug 10, 1993"
Ailiya Muratbek,,155.0,,,
Vince Murdock,167.6,145.0,64.0,Orthodox,"Mar 21, 1991"
Samandar Murodov,185.4,170.0,75.0,Orthodox,"Aug 28, 1999"
Tom Murphy,188.0,227.0,,Southpaw,"Nov 19, 1974"
Ian Murphy,185.4,185.0,,Orthodox,"Jun 14, 1985"
Jon Murphy,190.5,260.0,,Orthodox,"Aug 09, 1977"
Lauren Murphy,165.1,125.0,67.0,Orthodox,"Jul 27, 1983"
Patrick Murphy,182.9,170.0,,,
Lerone Murphy,175.3,145.0,73.0,Orthodox,"Jul 22, 1991"
Lee Murray,190.5,185.0,,Orthodox,"Sep 12, 1977"
Jesse Murray,190.5,205.0,78.0,Orthodox,"Jan 26, 1993"
Khalid Murtazaliev,182.9,185.0,76.0,Orthodox,"Jul 15, 1993"
Azamat Murzakanov,177.8,205.0,71.0,Southpaw,"Apr 12, 1989"
Josias Musasa,172.7,135.0,74.0,Southpaw,"Oct 10, 1998"
Tofiq Musayev,175.3,155.0,69.0,Orthodox,"Dec 15, 1989"
Nicholas Musoke,182.9,170.0,75.0,Orthodox,"Apr 05, 1986"
Andre Mussi,190.5,242.0,,Orthodox,
Magomed Mustafaev,172.7,155.0,71.0,Orthodox,"Aug 02, 1988"
Max Mustaki,182.9,155.0,,Orthodox,"Nov 07, 1987"
Elvis Mutapcic,182.9,185.0,72.0,Orthodox,"Jul 19, 1986"
Fiona Muxlow,162.6,145.0,,,"May 13, 1977"
Ho Bae Myeon,180.3,168.0,,Orthodox,"Nov 01, 1986"
Katsuhiko Nagata,170.2,154.0,,Southpaw,"Oct 31, 1973"
Yuji Nagata,182.9,225.0,,Orthodox,"Apr 24, 1968"
Greg Nagy,185.4,210.0,,Orthodox,"Oct 18, 1983"
Logan Nail,,185.0,,,"Jun 20, 1989"
Muhammad Naimov,175.3,145.0,70.0,Orthodox,"Aug 07, 1994"
Yukiya Naito,185.4,205.0,,Orthodox,"Feb 28, 1977"
Yura Naito,182.9,185.0,74.0,Orthodox,"Apr 26, 1996"
Andrews Nakahara,185.4,185.0,,Orthodox,"Mar 12, 1983"
Rin Nakai,154.9,135.0,,Orthodox,"Oct 22, 1986"
Kazuhiro Nakamura,180.3,205.0,70.0,Orthodox,"Jul 16, 1979"
Keita Nakamura,180.3,170.0,73.0,Southpaw,"May 22, 1984"
Daisuke Nakamura,170.2,154.0,,Orthodox,"Jun 10, 1980"
Yusaku Nakamura,165.1,145.0,,,"Jun 21, 1986"
Rinya Nakamura,170.2,135.0,68.0,Southpaw,"Mar 23, 1995"
Keiichiro Nakamura,177.8,145.0,70.0,Southpaw,"Dec 02, 1998"
Tokitaka Nakanishi,167.6,135.0,66.0,Orthodox,"Jul 28, 1996"
Jutaro Nakao,175.3,170.0,,Southpaw,"Nov 30, 1970"
Yoshihiro Nakao,182.9,220.0,,Southpaw,"Jun 25, 1972"
Mandel Nallo,182.9,155.0,75.0,Orthodox,"Jul 26, 1989"
Yui Chul Nam,175.3,145.0,,Orthodox,"Jul 16, 1981"
Tyson Nam,170.2,125.0,68.0,Orthodox,"Oct 06, 1983"
Rose Namajunas,165.1,125.0,65.0,Orthodox,"Jun 29, 1992"
Yasuhito Namekawa,175.3,205.0,,Orthodox,"Oct 27, 1974"
Nad Narimani,172.7,145.0,70.0,Orthodox,"Apr 14, 1987"
Roger Narvaez,190.5,185.0,,Southpaw,"Sep 09, 1983"
Fabio Nascimento,177.8,185.0,,Orthodox,"Mar 18, 1981"
Allan Nascimento,172.7,125.0,69.0,Orthodox,"Sep 11, 1991"
Rodrigo Nascimento,188.0,246.0,80.0,Orthodox,"Nov 26, 1992"
Bobby Nash,182.9,170.0,74.0,Orthodox,"Mar 26, 1990"
Reza Nasri,180.3,205.0,,Orthodox,
Nasrudin Nasrudinov,182.9,205.0,71.0,Orthodox,"Oct 06, 1991"
Pawel Nastula,182.9,230.0,,Southpaw,"Jun 26, 1970"
Rafael Natal,182.9,185.0,77.0,Orthodox,"Dec 25, 1982"
Kevin Natividad,167.6,135.0,70.0,Orthodox,"Apr 02, 1993"
Ismail Naurdiev,177.8,185.0,74.0,Orthodox,"Aug 18, 1996"
Danny Navarro,177.8,155.0,,,"May 27, 1983"
Marcio Navarro,182.9,155.0,,,"Sep 17, 1978"
Tafon Nchukwi,182.9,185.0,77.0,Orthodox,"Oct 14, 1994"
Dustin Neace,175.3,145.0,69.0,,"Sep 12, 1986"
Josh Neal,182.9,185.0,,,
Joe Neal,167.6,135.0,,,"Jul 29, 1986"
Geoff Neal,180.3,170.0,75.0,Southpaw,"Aug 28, 1990"
Stanislav Nedkov,180.3,205.0,71.0,Orthodox,"Dec 09, 1981"
Josh Neer,180.3,170.0,72.0,Orthodox,"Mar 24, 1983"
Nicolae Negumereanu,182.9,205.0,78.0,Orthodox,"Sep 04, 1994"
Steve Nelmark,182.9,240.0,,Orthodox,
Shane Nelson,175.3,155.0,70.0,Southpaw,"Nov 29, 1984"
Roy Nelson,182.9,263.0,73.0,Orthodox,"Jun 20, 1976"
Gunnar Nelson,180.3,170.0,72.0,Switch,"Jul 28, 1988"
Kyle Nelson,180.3,155.0,71.0,Switch,"Apr 20, 1991"
Lissette Neri,157.5,145.0,,,"Aug 05, 1987"
Mario Neto,182.9,229.0,,Orthodox,
Antonio Braga Neto,190.5,185.0,77.0,Orthodox,"Oct 29, 1987"
Eduardo Neves,188.0,263.0,78.0,Orthodox,"Mar 16, 2000"
Julio Cesar Neves Jr.,172.7,145.0,,,"Apr 25, 1994"
Nick Newell,177.8,155.0,,Southpaw,"Mar 17, 1986"
Journey Newson,165.1,135.0,67.0,Orthodox,"Mar 07, 1989"
Jeff Newton,188.0,205.0,,Sideways,"Dec 11, 1966"
Carlos Newton,175.3,170.0,,Orthodox,"Aug 17, 1976"
Emanuel Newton,185.4,205.0,,,"Jan 02, 1984"
Francis Ngannou,193.0,250.0,83.0,Orthodox,"Sep 05, 1986"
Nghiem Van Y,170.2,135.0,68.0,Orthodox,"May 15, 1999"
Ben Nguyen,165.1,125.0,65.0,Switch,"Aug 03, 1988"
Steven Nguyen,180.3,145.0,73.0,Switch,"May 19, 1993"
Alex Nicholson,193.0,185.0,77.0,Orthodox,"May 02, 1990"
Bo Nickal,185.4,185.0,76.0,Southpaw,"Jan 14, 1996"
Mike Nickels,193.0,205.0,,Orthodox,"Dec 13, 1971"
Matheus Nicolau,167.6,125.0,66.0,Orthodox,"Jan 06, 1993"
Stewart Nicoll,165.1,125.0,65.0,Orthodox,"Apr 11, 1996"
Jaimelene Nievera,165.1,125.0,,Orthodox,"Oct 28, 1984"
Khomkrit Niimi,157.5,125.0,,,
Tom Niinimaki,175.3,145.0,69.0,Orthodox,"Jul 25, 1982"
Ramsey Nijem,180.3,155.0,75.0,Orthodox,"Apr 01, 1988"
Hans Nijman,182.9,250.0,,Switch,"Oct 23, 1959"
Fedor Nikolov,,,,,
Jack Nilson,,,,,
Mats Nilsson,185.4,170.0,,Orthodox,"Dec 05, 1983"
Guangyou Ning,162.6,145.0,64.0,Southpaw,"Dec 15, 1981"
Soichi Nishida,180.3,320.0,,Orthodox,"Mar 02, 1967"
Yosuke Nishijima,175.3,205.0,,Orthodox,"May 15, 1973"
Yamato Nishikawa,170.2,155.0,,Orthodox,"Dec 06, 2002"
Akiyo Nishiura,172.7,139.0,,Southpaw,"Aug 08, 1983"
Anthony Njokuani,185.4,155.0,75.0,Orthodox,"Mar 01, 1980"
Chidi Njokuani,190.5,170.0,80.0,Orthodox,"Dec 31, 1988"
Derrick Noble,175.3,170.0,,Southpaw,"Aug 14, 1978"
Kyle Noblitt,188.0,243.0,,,"Dec 26, 1989"
Pedro Nobre,165.1,135.0,,,"Feb 13, 1986"
Jacob Noe,,205.0,,,"Jul 29, 1980"
Antonio Rodrigo Nogueira,190.5,240.0,77.0,Orthodox,"Jun 02, 1976"
Rogerio Nogueira,188.0,205.0,75.0,Southpaw,"Jun 02, 1976"
Alexandre Franca Nogueira,170.2,145.0,,Orthodox,"Jan 15, 1978"
Talita Nogueira,177.8,145.0,,,"Oct 13, 1985"
Kyle Noke,185.4,170.0,76.0,Southpaw,"Mar 18, 1980"
Tom Nolan,190.5,155.0,73.0,Southpaw,"Mar 08, 2000"
Eric Nolan,188.0,185.0,74.0,Orthodox,"Sep 13, 1997"
Nick Nolte,182.9,170.0,,,"Mar 04, 1981"
KJ Noons,177.8,155.0,70.0,Orthodox,"Dec 07, 1982"
Sage Northcutt,182.9,170.0,71.0,Orthodox,"Mar 01, 1996"
Jan Nortje,185.4,310.0,,Southpaw,"Apr 11, 1975"
Scott Norton,177.8,170.0,,Orthodox,"Mar 15, 1973"
Shohei Nose,167.6,135.0,68.0,Switch,"Oct 19, 1997"
Jonatas Novaes,180.3,170.0,,,"Mar 02, 1981"
Jason Novelli,182.9,155.0,,Orthodox,"Jun 08, 1979"
Phillipe Nover,175.3,145.0,72.0,Orthodox,"Feb 03, 1984"
Shayilan Nuerdanbieke,172.7,145.0,69.0,Orthodox,"May 04, 1994"
Azamat Nuftillaev,182.9,234.0,77.0,Orthodox,"Jan 01, 1994"
Diego Nunes,167.6,145.0,67.0,Orthodox,"Nov 30, 1982"
Amanda Nunes,172.7,135.0,69.0,Orthodox,"May 30, 1988"
Nina Nunes,165.1,125.0,64.0,Orthodox,"Dec 03, 1985"
Istela Nunes,162.6,115.0,66.0,Orthodox,"Jul 23, 1992"
Josiane Nunes,157.5,135.0,67.0,Southpaw,"Dec 23, 1993"
Diyar Nurgozhay,188.0,205.0,74.0,Southpaw,"Apr 22, 1997"
Khabib Nurmagomedov,177.8,155.0,70.0,Orthodox,"Sep 20, 1988"
Said Nurmagomedov,172.7,135.0,70.0,Orthodox,"Apr 05, 1992"
Abubakar Nurmagomedov,180.3,170.0,72.0,Orthodox,"Nov 13, 1989"
Umar Nurmagomedov,172.7,135.0,69.0,Orthodox,"Jan 03, 1996"
Adilet Nurmatov,,155.0,,,"Aug 02, 1997"
Kennedy Nzechukwu,195.6,236.0,83.0,Southpaw,"Jun 13, 1992"
Jake O'Brien,190.5,205.0,76.0,Orthodox,"Sep 25, 1984"
TJ O'Brien,188.0,155.0,,Orthodox,"Jan 01, 1987"
Sean O'Connell,185.4,205.0,74.0,Orthodox,"Sep 02, 1983"
Dan O'Connor,162.6,115.0,,,"Nov 17, 1982"
Sean O'Haire,195.6,270.0,,Orthodox,"Feb 25, 1971"
Sean O'Malley,180.3,135.0,72.0,Switch,"Oct 24, 1994"
Jeremiah O'Neal,172.7,260.0,,,"Oct 25, 1977"
Chuck O'Neil,188.0,170.0,,,"Sep 22, 1985"
Casey O'Neill,167.6,125.0,69.0,Orthodox,"Oct 07, 1997"
Brendan O'Reilly,170.2,170.0,69.0,Orthodox,"Jun 24, 1987"
Takahiro Oba,172.7,200.0,,Southpaw,"Aug 14, 1976"
Nobuhiro Obiya,172.7,145.0,,Orthodox,"Jan 15, 1981"
Jose Ochoa,170.2,125.0,67.0,Southpaw,"Dec 31, 2000"
Christian Ocon,172.7,135.0,69.0,Orthodox,"Feb 05, 1996"
Richard Odoms,195.6,265.0,,Orthodox,"May 08, 1975"
Volkan Oezdemir,188.0,205.0,75.0,Orthodox,"Sep 19, 1989"
Kaan Ofli,170.2,145.0,66.0,Orthodox,"Jun 19, 1993"
Naoya Ogawa,193.0,255.0,,Orthodox,"Mar 31, 1968"
Trey Ogden,180.3,155.0,72.0,Orthodox,"Nov 14, 1989"
Andy Ogle,172.7,145.0,69.0,Orthodox,"Feb 16, 1989"
Ho Taek Oh,,155.0,,,"Jul 20, 1993"
Michiyoshi Ohara,177.8,205.0,,Orthodox,"Nov 15, 1967"
Koji Oishi,172.7,170.0,,Orthodox,"May 31, 1977"
Takayuki Okada,185.4,290.0,,Orthodox,"May 08, 1973"
Yushin Okami,188.0,170.0,75.0,Southpaw,"Jul 21, 1981"
JJ Okanovich,180.3,155.0,76.0,Orthodox,"Nov 04, 1990"
Bolaji Oki,177.8,155.0,73.0,Orthodox,"Nov 15, 1995"
Kazuki Okubo,180.3,175.0,,Orthodox,"Jun 30, 1979"
Masakatsu Okuda,,,,,"Jan 16, 1976"
Aleksei Oleinik,188.0,240.0,80.0,Orthodox,"Jun 20, 1977"
Michal Oleksiejczuk,182.9,185.0,74.0,Southpaw,"Feb 22, 1995"
Cezary Oleksiejczuk,190.5,185.0,75.0,Southpaw,"Jan 06, 2000"
Rafaello Oliveira,172.7,155.0,71.0,Orthodox,"Jan 26, 1982"
Charles Oliveira,177.8,155.0,74.0,Orthodox,"Oct 17, 1989"
Jorge Oliveira,185.4,205.0,,,
Ednaldo Oliveira,195.6,205.0,,Orthodox,"Feb 19, 1984"
Alex Oliveira,180.3,170.0,76.0,Orthodox,"Feb 21, 1988"
Maria Oliveira,167.6,115.0,69.0,Orthodox,"Dec 12, 1996"
Bruno Oliveira,193.0,205.0,80.0,Orthodox,"May 02, 1984"
Saimon Oliveira,162.6,135.0,72.0,Orthodox,"Apr 21, 1991"
Vinicius Oliveira,175.3,135.0,70.0,Switch,"Nov 30, 1995"
Ravena Oliveira,165.1,115.0,65.0,Orthodox,"Feb 20, 1997"
Michael Oliveira,185.4,170.0,78.0,Orthodox,"Jan 21, 1998"
Wendell Oliveira Marques,177.8,170.0,,Orthodox,"Jun 01, 1983"
Felipe Olivieri,175.3,155.0,,Orthodox,"Apr 12, 1985"
Andy Ologun,182.9,154.0,,Orthodox,"Jun 12, 1983"
Shana Olsen,170.2,145.0,,,"Dec 17, 1980"
Casey Olson,170.2,145.0,,Orthodox,
Dennis Olson,182.9,170.0,,,
Cameron Olson,185.4,205.0,75.0,Orthodox,"Nov 22, 1989"
Gadzhi Omargadzhiev,185.4,170.0,71.0,Switch,"Feb 24, 1993"
Alan Omer,177.8,145.0,,Orthodox,"Sep 14, 1988"
Daniel Omielanczuk,182.9,247.0,74.0,Southpaw,"Aug 31, 1982"
Michihiro Omigawa,167.6,145.0,68.0,Orthodox,"Dec 19, 1975"
David Onama,180.3,145.0,74.0,Orthodox,"Jun 07, 1994"
Charlie Ontiveros,188.0,155.0,74.0,Switch,"Jul 04, 1991"
Chibwikem Onyenegecha,190.5,185.0,,Orthodox,"Apr 18, 1994"
Myktybek Orolbai,177.8,170.0,74.0,Orthodox,"Feb 10, 1998"
Sam Oropeza,188.0,170.0,,,"Jun 17, 1985"
Brian Ortega,172.7,155.0,69.0,Switch,"Feb 21, 1991"
Tito Ortiz,190.5,205.0,74.0,Orthodox,"Jan 23, 1975"
Jorge Ortiz,182.9,185.0,,Orthodox,
Dustin Ortiz,165.1,125.0,65.0,Orthodox,"Dec 25, 1988"
Kenji Osawa,170.2,135.0,66.0,Orthodox,"Nov 04, 1976"
Ode Osbourne,170.2,125.0,73.0,Southpaw,"Jan 09, 1992"
Kurt Osiander,,185.0,,,
Nick Osipczak,188.0,170.0,76.0,Orthodox,"Dec 30, 1984"
Nissen Osterneck,188.0,185.0,,Orthodox,"May 01, 1981"
Rachael Ostovich,160.0,125.0,62.0,Orthodox,"Feb 25, 1991"
Pedro Otavio,190.5,245.0,,Orthodox,"Dec 17, 1967"
Alexander Otsuka,185.4,205.0,,Orthodox,"Jul 17, 1971"
Takafumi Otsuka,167.6,139.0,,Orthodox,"Aug 22, 1986"
Quemuel Ottoni,182.9,155.0,72.0,Orthodox,"Oct 22, 1992"
Zak Ottow,180.3,170.0,72.0,Orthodox,"Dec 22, 1986"
Artur Oumakhanov,170.2,154.0,,Orthodox,"Feb 27, 1979"
Sidney Outlaw,172.7,170.0,74.0,Orthodox,"Apr 11, 1992"
Alistair Overeem,193.0,265.0,80.0,Orthodox,"May 17, 1980"
Valentijn Overeem,190.5,230.0,,Orthodox,"Aug 17, 1976"
Craig Oxley,175.3,155.0,,,"Feb 14, 1973"
Shungo Oyama,180.3,185.0,,Southpaw,"Apr 11, 1974"
Ren Ozaki,170.2,135.0,68.0,Orthodox,"Dec 15, 2001"
Alptekin Ozkilic,165.1,125.0,65.0,Orthodox,"Mar 27, 1986"
Raquel Pa'aluhi,170.2,135.0,,,"Oct 14, 1990"
Nick Pace,170.2,135.0,68.0,Orthodox,"Apr 17, 1987"
Jimmie Pace,,185.0,,,"Apr 09, 1996"
Larissa Pacheco,170.2,135.0,,Orthodox,"Sep 07, 1994"
Angel Pacheco,172.7,135.0,70.0,Orthodox,"Jan 13, 1992"
Teemu Packalen,185.4,155.0,75.0,Orthodox,"May 22, 1987"
George Pacurariu,170.2,135.0,,,"Jul 28, 1984"
Cyrillo Padilha,180.3,155.0,,,"Jan 23, 1978"
Gary Padilla,180.3,205.0,,,"May 04, 1980"
Fernando Padilla,185.4,145.0,76.0,Orthodox,"Dec 15, 1996"
Chris Padilla,175.3,155.0,74.0,Orthodox,"Sep 14, 1995"
Damacio Page,167.6,135.0,66.0,Orthodox,"Sep 30, 1982"
Michael Page,190.5,170.0,79.0,Switch,"Apr 07, 1987"
Dustin Pague,175.3,135.0,74.0,Orthodox,"Aug 05, 1987"
Josh Paiva,167.6,125.0,,,"Apr 05, 1991"
Raulian Paiva,172.7,135.0,69.0,Orthodox,"Oct 17, 1995"
Dinis Paiva Jr.,175.3,145.0,71.0,Southpaw,"May 26, 1988"
Fredson Paixao,167.6,145.0,66.0,Orthodox,"May 13, 1979"
Luis Pajuelo,177.8,145.0,69.0,Orthodox,"Dec 18, 1994"
Jose Palacios,175.3,145.0,,Orthodox,"Nov 10, 1982"
Ricky Palacios,167.6,145.0,,Orthodox,"Jul 05, 1987"
Bart Palaszewski,175.3,145.0,70.0,Orthodox,"May 30, 1983"
Sasha Palatnikov,185.4,170.0,72.0,Switch,"Mar 15, 1989"
Soa Palelei,193.0,265.0,81.0,Orthodox,"Jul 12, 1977"
Rousimar Palhares,172.7,170.0,71.0,Orthodox,"Feb 26, 1980"
Tulio Palhares,,180.0,,,
Stephen Palling,162.6,143.0,,,"Jan 29, 1967"
Eduardo Pamplona,180.3,170.0,,,"Feb 20, 1973"
Ruel Panales,165.1,125.0,67.0,Southpaw,"Dec 07, 1996"
Yuri Panferov,185.4,185.0,72.0,Orthodox,"Aug 30, 1996"
Alexandre Pantoja,165.1,125.0,67.0,Orthodox,"Apr 16, 1990"
Jared Papazian,172.7,135.0,67.0,Southpaw,"Feb 01, 1988"
Kathryn Paprocki,160.0,115.0,63.0,Orthodox,"Apr 28, 1993"
Joe Pardo,185.4,210.0,,Southpaw,
Bryan Pardoe,185.4,205.0,,Orthodox,"Oct 22, 1968"
Remco Pardoel,190.5,260.0,,Southpaw,"May 23, 1969"
Ido Pariente,172.7,155.0,,Orthodox,"Aug 31, 1978"
Josh Parisian,193.0,265.0,79.0,Orthodox,"Jun 28, 1989"
Karo Parisyan,177.8,170.0,72.0,Orthodox,"Aug 28, 1982"
Won Sik Park,180.3,154.0,,Orthodox,"Dec 16, 1986"
